order_id,order_date,customer_city,product_category,product_name,unit_price,cost_price,quantity,discount_percent,is_returned,payment_mode,delivery_time_days,revenue,cost,net_profit,return_loss
ORD100031,2024-07-01,Pune,Fashion,Shoes,1399.48,1166.21,1,5.0,0,Cash,8,1329.5059999999999,1166.21,163.29599999999982,0.0
ORD100032,2024-07-01,Kolkata,Home Essentials,Bedsheet,1582.33,1338.59,5,0.0,0,Card,2,7911.65,6692.95,1218.6999999999998,0.0
ORD100033,2024-07-01,Unknown,FMCG,Soap,4459.59,3503.47,2,10.0,0,Cash,6,8027.262000000001,7006.94,1020.322000000001,0.0
ORD100034,2024-07-01,Delhi,FMCG,Toothpaste,2493.81,2060.72,1,0.0,0,Card,1,2493.81,2060.72,433.09000000000015,0.0
ORD100035,2024-07-01,Unknown,FMCG,Soap,3221.86,2144.11,4,20.0,0,UPI,2,10309.952000000001,8576.44,1733.5120000000006,0.0
ORD100036,2024-07-01,Mumbai,Fashion,Shoes,276.54,191.45,5,5.0,0,UPI,5,1313.565,957.25,356.31500000000005,0.0
ORD100037,2024-07-01,Bangalore,Electronics,Laptop,1129.38,748.08,1,10.0,0,Net Banking,10,1016.4420000000001,748.08,268.3620000000001,0.0
ORD100038,2024-07-01,Chennai,Fashion,T-shirt,4336.57,3660.29,2,15.0,0,Card,7,7372.168999999999,7320.58,51.58899999999903,0.0
ORD100039,2024-07-01,Kolkata,Fashion,Jeans,880.07,682.34,4,0.0,0,Cash,4,3520.28,2729.36,790.9200000000001,0.0
ORD100040,2024-07-02,Bangalore,FMCG,Soap,1192.33,912.14,4,10.0,0,UPI,5,4292.388,3648.56,643.828,0.0
ORD100041,2024-07-02,Bangalore,Home Essentials,Pressure Cooker,3429.64,2781.15,3,0.0,0,Card,3,10288.92,8343.45,1945.4699999999993,0.0
ORD100042,2024-07-02,Pune,FMCG,Soap,631.17,447.27,3,15.0,0,UPI,7,1609.4834999999998,1341.81,267.6734999999999,0.0
ORD100043,2024-07-02,Pune,Fashion,Jeans,317.49,225.1,5,20.0,0,Cash,6,1269.96,1125.5,144.46000000000004,0.0
ORD100044,2024-07-02,Hyderabad,Electronics,Headphones,4611.78,3485.53,1,10.0,0,Net Banking,6,4150.602,3485.53,665.0719999999997,0.0
ORD100045,2024-07-02,Hyderabad,FMCG,Toothpaste,723.71,510.3,4,5.0,0,Card,7,2750.098,2041.2,708.8979999999999,0.0
ORD100046,2024-07-02,Pune,Electronics,Laptop,1505.88,1065.37,5,20.0,0,Net Banking,8,6023.52,5326.849999999999,696.670000000001,0.0
ORD100047,2024-07-02,Hyderabad,Fashion,Shoes,2418.61,1996.07,2,0.0,0,Card,2,4837.22,3992.14,845.0800000000004,0.0
ORD100048,2024-07-02,Kolkata,Fashion,Shoes,1621.06,1299.51,2,0.0,0,Net Banking,10,3242.12,2599.02,643.0999999999999,0.0
ORD100049,2024-07-02,Kolkata,Electronics,Laptop,2130.76,1613.93,2,15.0,0,Cash,3,3622.2920000000004,3227.86,394.43200000000024,0.0
ORD100050,2024-07-02,Chennai,Electronics,Mobile Phone,3914.26,2562.71,5,15.0,0,Cash,2,16635.605000000003,12813.55,3822.055000000004,0.0
ORD100051,2024-07-02,Hyderabad,Fashion,Jeans,3371.13,2855.26,5,10.0,1,Net Banking,10,15170.085000000001,14276.300000000001,893.7849999999999,15170.085000000001
ORD100052,2024-07-02,Kolkata,Home Essentials,Pressure Cooker,4169.79,3073.0,2,15.0,0,Cash,5,7088.643,6146.0,942.643,0.0
ORD100053,2024-07-02,Kolkata,Home Essentials,Pressure Cooker,3171.07,2120.33,1,10.0,0,Card,6,2853.963,2120.33,733.6330000000003,0.0
ORD100054,2024-07-02,Pune,Electronics,Mobile Phone,839.07,583.79,2,5.0,0,Net Banking,6,1594.233,1167.58,426.653,0.0
ORD100055,2024-07-02,Pune,Grocery,Atta 5kg,405.1,327.41,4,20.0,0,UPI,10,1296.3200000000002,1309.64,-13.319999999999936,0.0
ORD100056,2024-07-02,Hyderabad,Grocery,Rice 5kg,4719.43,3183.98,4,15.0,0,Cash,8,16046.062,12735.92,3310.142,0.0
ORD100057,2024-07-02,Delhi,FMCG,Shampoo,2479.65,1728.85,4,5.0,0,Cash,10,9422.67,6915.4,2507.2700000000004,0.0
ORD100058,2024-07-02,Pune,Electronics,Laptop,3000.27,2297.46,1,15.0,0,Net Banking,3,2550.2295,2297.46,252.76949999999988,0.0
ORD100059,2024-07-02,Mumbai,FMCG,Shampoo,1704.03,1216.12,3,15.0,0,Net Banking,5,4345.2765,3648.3599999999997,696.9165000000003,0.0
ORD100060,2024-07-02,Kolkata,Electronics,Laptop,194.98,143.28,3,5.0,0,UPI,1,555.6929999999999,429.84000000000003,125.85299999999984,0.0
ORD100061,2024-07-02,Delhi,Fashion,T-shirt,3144.54,2074.25,4,0.0,0,Cash,8,12578.16,8297.0,4281.16,0.0
ORD100062,2024-07-02,Chennai,FMCG,Shampoo,922.17,693.3,1,5.0,1,UPI,10,876.0614999999999,693.3,182.76149999999996,876.0614999999999
ORD100063,2024-07-02,Mumbai,FMCG,Toothpaste,3419.0,2870.4,4,5.0,0,Cash,2,12992.199999999999,11481.6,1510.5999999999985,0.0
ORD100064,2024-07-02,Chennai,FMCG,Toothpaste,3042.02,1917.27,5,0.0,0,Net Banking,6,15210.1,9586.35,5623.75,0.0
ORD100065,2024-07-02,Mumbai,Home Essentials,Bedsheet,1772.03,1439.59,4,0.0,0,Card,8,7088.12,5758.36,1329.7600000000002,0.0
ORD100066,2024-07-02,Chennai,Fashion,Jeans,963.07,703.46,3,20.0,0,Net Banking,8,2311.368,2110.38,200.98799999999983,0.0
ORD100067,2024-07-02,Hyderabad,Home Essentials,Pressure Cooker,1679.29,1110.64,1,10.0,0,Cash,8,1511.361,1110.64,400.721,0.0
ORD100068,2024-07-02,Pune,Home Essentials,Bedsheet,1957.05,1188.27,3,5.0,0,Card,5,5577.5925,3564.81,2012.7824999999998,0.0
ORD100069,2024-07-02,Bangalore,FMCG,Toothpaste,3535.8,2365.69,1,20.0,0,UPI,4,2828.6400000000003,2365.69,462.9500000000003,0.0
ORD100070,2024-07-02,Chennai,Grocery,Atta 5kg,2820.36,1861.67,4,15.0,0,UPI,2,9589.224,7446.68,2142.544,0.0
ORD100071,2024-07-02,Bangalore,Fashion,Jeans,3489.76,2361.0,5,10.0,0,Card,7,15703.920000000004,11805.0,3898.9200000000037,0.0
ORD100072,2024-07-02,Chennai,Home Essentials,Pressure Cooker,1823.87,1301.22,3,10.0,0,Cash,6,4924.449,3903.66,1020.7889999999998,0.0
ORD100073,2024-07-02,Mumbai,Home Essentials,Bedsheet,1007.23,658.83,4,10.0,0,Card,2,3626.0280000000002,2635.32,990.7080000000001,0.0
ORD100074,2024-07-03,Bangalore,Fashion,Jeans,979.26,591.02,5,5.0,0,UPI,9,4651.485,2955.1,1696.3849999999998,0.0
ORD100075,2024-07-03,Bangalore,Fashion,Shoes,4355.46,3147.78,1,20.0,0,Net Banking,8,3484.3680000000004,3147.78,336.5880000000002,0.0
ORD100076,2024-07-03,Bangalore,Fashion,T-shirt,1337.14,1090.35,1,0.0,0,UPI,10,1337.14,1090.35,246.7900000000002,0.0
ORD100077,2024-07-03,Chennai,Electronics,Mobile Phone,831.07,615.58,3,0.0,1,UPI,9,2493.21,1846.7400000000002,646.4699999999998,2493.21
ORD100078,2024-07-03,Kolkata,Grocery,Oil 1L,3021.02,2279.68,5,15.0,0,Net Banking,5,12839.335,11398.4,1440.9349999999995,0.0
ORD100079,2024-07-03,Kolkata,Home Essentials,Pressure Cooker,1596.36,1205.66,5,0.0,0,Cash,4,7981.799999999999,6028.3,1953.499999999999,0.0
ORD100080,2024-07-03,Bangalore,Electronics,Mobile Phone,1275.34,941.2,2,0.0,0,Net Banking,5,2550.68,1882.4,668.2799999999997,0.0
ORD100081,2024-07-03,Mumbai,Fashion,Jeans,3564.08,2764.82,4,0.0,0,Card,10,14256.32,11059.28,3197.039999999999,0.0
ORD100082,2024-07-03,Chennai,Fashion,Jeans,662.4,434.67,2,10.0,0,UPI,1,1192.32,869.34,322.9799999999999,0.0
ORD100083,2024-07-03,Delhi,FMCG,Toothpaste,3769.89,2798.4,3,15.0,0,Card,7,9613.2195,8395.2,1218.0194999999985,0.0
ORD100084,2024-07-03,Bangalore,Home Essentials,Bedsheet,2519.6,1562.43,1,15.0,0,Card,1,2141.66,1562.43,579.2299999999998,0.0
ORD100085,2024-07-03,Mumbai,Fashion,Shoes,4196.2,3121.13,1,10.0,0,Cash,8,3776.58,3121.13,655.4499999999998,0.0
ORD100086,2024-07-03,Pune,Grocery,Atta 5kg,989.3,738.35,4,0.0,0,Net Banking,6,3957.2,2953.4,1003.7999999999997,0.0
ORD100087,2024-07-03,Bangalore,Electronics,Mobile Phone,1716.04,1327.22,3,15.0,0,UPI,8,4375.902,3981.66,394.2420000000002,0.0
ORD100088,2024-07-03,Mumbai,FMCG,Shampoo,1684.04,1418.88,4,20.0,0,UPI,9,5388.928,5675.52,-286.59200000000055,0.0
ORD100089,2024-07-03,Hyderabad,Grocery,Rice 5kg,1019.15,703.67,4,15.0,0,Cash,5,3465.1099999999997,2814.68,650.4299999999998,0.0
ORD100090,2024-07-03,Pune,Fashion,Jeans,2246.77,1740.26,1,0.0,1,Cash,3,2246.77,1740.26,506.51,2246.77
ORD100091,2024-07-03,Bangalore,Home Essentials,Mixer Grinder,2806.03,1749.0,1,15.0,0,Cash,8,2385.1255,1749.0,636.1255000000001,0.0
ORD100092,2024-07-03,Chennai,FMCG,Toothpaste,3556.52,2503.34,4,15.0,0,Cash,7,12092.168,10013.36,2078.807999999999,0.0
ORD100093,2024-07-03,Delhi,Home Essentials,Bedsheet,3756.83,2382.31,1,10.0,0,Net Banking,6,3381.147,2382.31,998.837,0.0
ORD100094,2024-07-03,Kolkata,Home Essentials,Pressure Cooker,4120.69,2763.79,3,20.0,0,Net Banking,3,9889.656,8291.369999999999,1598.2860000000019,0.0
ORD100095,2024-07-03,Unknown,Home Essentials,Pressure Cooker,1791.11,1321.8,5,15.0,0,Card,4,7612.217499999999,6609.0,1003.2174999999988,0.0
ORD100096,2024-07-03,Chennai,Fashion,Shoes,1976.56,1608.93,4,0.0,0,Net Banking,7,7906.24,6435.72,1470.5199999999995,0.0
ORD100097,2024-07-03,Hyderabad,Fashion,Jeans,4827.64,3048.95,5,10.0,0,Net Banking,2,21724.38,15244.75,6479.630000000001,0.0
ORD100098,2024-07-03,Pune,Grocery,Rice 5kg,3639.97,2557.06,2,0.0,0,Card,6,7279.94,5114.12,2165.8199999999997,0.0
ORD100099,2024-07-03,Pune,Grocery,Oil 1L,493.55,336.67,5,15.0,1,Net Banking,9,2097.5875,1683.3500000000001,414.23749999999995,2097.5875
ORD100100,2024-07-04,Pune,Electronics,Mobile Phone,3192.69,2650.67,2,0.0,0,UPI,2,6385.38,5301.34,1084.04,0.0
ORD100101,2024-07-04,Unknown,Fashion,Shoes,1567.38,951.77,3,0.0,0,Card,7,4702.14,2855.31,1846.8300000000004,0.0
ORD100102,2024-07-04,Delhi,Fashion,Shoes,2119.05,1632.62,2,5.0,0,Net Banking,10,4026.195,3265.24,760.9550000000004,0.0
ORD100103,2024-07-04,Chennai,Fashion,Jeans,4572.86,2907.33,4,10.0,0,UPI,8,16462.296,11629.32,4832.975999999999,0.0
ORD100104,2024-07-04,Bangalore,Home Essentials,Mixer Grinder,461.92,386.31,5,10.0,0,Net Banking,5,2078.64,1931.55,147.08999999999992,0.0
ORD100105,2024-07-04,Hyderabad,FMCG,Soap,4996.93,4064.17,1,5.0,0,Card,10,4747.0835,4064.17,682.9134999999997,0.0
ORD100106,2024-07-04,Bangalore,FMCG,Soap,4891.93,3740.16,3,0.0,0,UPI,10,14675.79,11220.48,3455.3100000000013,0.0
ORD100107,2024-07-04,Chennai,Grocery,Atta 5kg,3901.13,2565.11,3,5.0,0,Card,3,11118.2205,7695.33,3422.8904999999995,0.0
ORD100108,2024-07-04,Chennai,Electronics,Headphones,3267.07,2212.57,4,0.0,0,Cash,2,13068.28,8850.28,4218.0,0.0
ORD100109,2024-07-04,Bangalore,FMCG,Toothpaste,2135.97,1388.8,5,10.0,0,Card,3,9611.865,6944.0,2667.865,0.0
ORD100110,2024-07-04,Bangalore,Grocery,Atta 5kg,3758.14,2573.12,1,15.0,1,Cash,4,3194.419,2573.12,621.299,3194.419
ORD100111,2024-07-04,Kolkata,Grocery,Oil 1L,1892.3,1509.43,1,10.0,0,Net Banking,6,1703.07,1509.43,193.63999999999987,0.0
ORD100112,2024-07-04,Chennai,FMCG,Toothpaste,1967.02,1494.22,3,0.0,0,Net Banking,1,5901.0599999999995,4482.66,1418.3999999999996,0.0
ORD100113,2024-07-04,Pune,Home Essentials,Pressure Cooker,4584.75,3004.58,1,15.0,0,Card,7,3897.0375,3004.58,892.4575,0.0
ORD100114,2024-07-04,Mumbai,Fashion,T-shirt,4736.68,3202.43,4,0.0,0,Cash,7,18946.72,12809.72,6137.000000000002,0.0
ORD100115,2024-07-04,Hyderabad,FMCG,Toothpaste,4751.97,3678.6,5,15.0,0,Cash,7,20195.8725,18393.0,1802.8725000000013,0.0
ORD100116,2024-07-04,Chennai,Electronics,Laptop,3116.7,2601.71,3,0.0,0,Cash,8,9350.099999999999,7805.13,1544.9699999999984,0.0
ORD100117,2024-07-04,Hyderabad,Fashion,Jeans,586.84,452.7,5,10.0,0,Card,4,2640.78,2263.5,377.2800000000002,0.0
ORD100118,2024-07-04,Mumbai,Grocery,Rice 5kg,3347.57,2545.58,5,0.0,0,Card,4,16737.850000000002,12727.9,4009.9500000000025,0.0
ORD100119,2024-07-04,Delhi,Home Essentials,Mixer Grinder,436.19,345.15,2,20.0,0,Cash,6,697.904,690.3,7.604000000000042,0.0
ORD100120,2024-07-04,Kolkata,Fashion,Shoes,113.89,92.77,2,5.0,0,Cash,2,216.391,185.54,30.851,0.0
ORD100121,2024-07-05,Delhi,Electronics,Laptop,3970.92,2618.75,3,0.0,0,UPI,3,11912.76,7856.25,4056.51,0.0
ORD100122,2024-07-05,Chennai,Grocery,Oil 1L,656.88,404.57,4,10.0,0,UPI,8,2364.768,1618.28,746.488,0.0
ORD100123,2024-07-05,Pune,Fashion,Shoes,312.49,248.68,5,10.0,0,UPI,1,1406.2050000000002,1243.4,162.80500000000006,0.0
ORD100124,2024-07-05,Hyderabad,Grocery,Atta 5kg,3461.88,2501.44,4,0.0,0,Card,10,13847.52,10005.76,3841.76,0.0
ORD100125,2024-07-05,Delhi,Electronics,Mobile Phone,1447.58,1097.66,5,10.0,0,Card,8,6514.11,5488.3,1025.8099999999995,0.0
ORD100126,2024-07-05,Pune,Home Essentials,Pressure Cooker,585.97,454.39,5,5.0,0,Cash,7,2783.3575,2271.95,511.40750000000025,0.0
ORD100127,2024-07-05,Bangalore,Grocery,Atta 5kg,2138.35,1333.84,4,10.0,0,Card,3,7698.0599999999995,5335.36,2362.7,0.0
ORD100128,2024-07-05,Chennai,Grocery,Rice 5kg,547.0,339.87,4,0.0,0,Card,3,2188.0,1359.48,828.52,0.0
ORD100129,2024-07-05,Pune,Electronics,Headphones,4787.46,3544.74,1,15.0,0,Net Banking,1,4069.341,3544.74,524.6010000000001,0.0
ORD100130,2024-07-05,Bangalore,Home Essentials,Pressure Cooker,1823.07,1357.24,2,5.0,0,Cash,2,3463.8329999999996,2714.48,749.3529999999996,0.0
ORD100131,2024-07-05,Bangalore,Home Essentials,Pressure Cooker,662.94,443.93,2,15.0,0,UPI,10,1126.998,887.86,239.13800000000003,0.0
ORD100132,2024-07-05,Chennai,FMCG,Soap,984.04,763.29,3,10.0,0,Cash,3,2656.908,2289.87,367.038,0.0
ORD100133,2024-07-05,Pune,Grocery,Rice 5kg,795.19,602.99,1,0.0,0,Cash,7,795.19,602.99,192.20000000000005,0.0
ORD100134,2024-07-05,Hyderabad,Grocery,Atta 5kg,871.31,590.67,3,20.0,0,UPI,3,2091.144,1772.0099999999998,319.134,0.0
ORD100135,2024-07-05,Delhi,Home Essentials,Mixer Grinder,3402.45,2272.92,4,15.0,0,Net Banking,5,11568.33,9091.68,2476.6499999999996,0.0
ORD100136,2024-07-05,Delhi,Home Essentials,Mixer Grinder,1791.35,1124.47,5,15.0,0,Card,1,7613.2375,5622.35,1990.8874999999998,0.0
ORD100137,2024-07-05,Delhi,Grocery,Oil 1L,368.43,239.89,2,5.0,0,Card,6,700.0169999999999,479.78,220.23699999999997,0.0
ORD100138,2024-07-05,Mumbai,Electronics,Laptop,3760.37,2421.39,4,20.0,0,Card,2,12033.184000000001,9685.56,2347.6240000000016,0.0
ORD100139,2024-07-05,Hyderabad,Electronics,Laptop,191.83,159.27,3,20.0,0,Net Banking,7,460.39200000000005,477.81000000000006,-17.418000000000006,0.0
ORD100140,2024-07-05,Bangalore,Electronics,Laptop,202.2,137.74,5,15.0,0,Card,2,859.35,688.7,170.64999999999998,0.0
ORD100141,2024-07-06,Kolkata,Electronics,Mobile Phone,2234.81,1564.62,1,15.0,0,Card,4,1899.5884999999998,1564.62,334.96849999999995,0.0
ORD100142,2024-07-06,Bangalore,Fashion,T-shirt,2601.37,1634.98,5,5.0,0,Card,6,12356.507499999998,8174.9,4181.607499999998,0.0
ORD100143,2024-07-06,Chennai,Fashion,T-shirt,603.74,400.88,2,20.0,0,UPI,3,965.984,801.76,164.22400000000005,0.0
ORD100144,2024-07-06,Kolkata,Grocery,Atta 5kg,3796.78,2999.34,4,20.0,0,Card,6,12149.696000000002,11997.36,152.33600000000115,0.0
ORD100145,2024-07-06,Delhi,Grocery,Rice 5kg,2397.71,1817.1,3,20.0,0,UPI,5,5754.504000000001,5451.299999999999,303.20400000000154,0.0
ORD100146,2024-07-06,Hyderabad,Grocery,Rice 5kg,378.76,306.01,1,0.0,0,Net Banking,8,378.76,306.01,72.75,0.0
ORD100147,2024-07-06,Pune,Home Essentials,Bedsheet,4489.8,3198.68,5,5.0,0,Net Banking,9,21326.55,15993.4,5333.15,0.0
ORD100148,2024-07-06,Delhi,Electronics,Laptop,607.16,500.77,3,0.0,0,Cash,1,1821.48,1502.31,319.1700000000001,0.0
ORD100149,2024-07-06,Delhi,Grocery,Atta 5kg,2667.94,2007.5,3,10.0,0,Net Banking,7,7203.438,6022.5,1180.938,0.0
ORD100150,2024-07-06,Kolkata,FMCG,Toothpaste,3029.64,2415.55,3,0.0,0,Net Banking,5,9088.92,7246.650000000001,1842.2699999999995,0.0
ORD100151,2024-07-06,Bangalore,Home Essentials,Mixer Grinder,1733.47,1292.62,2,10.0,0,Net Banking,3,3120.246,2585.24,535.0060000000003,0.0
ORD100152,2024-07-06,Pune,Electronics,Laptop,2838.72,2159.91,3,5.0,0,UPI,7,8090.352,6479.73,1610.6220000000003,0.0
ORD100153,2024-07-06,Pune,FMCG,Soap,1876.73,1210.61,2,10.0,0,Net Banking,4,3378.114,2421.22,956.8940000000002,0.0
ORD100154,2024-07-06,Delhi,Fashion,T-shirt,478.11,387.8,1,20.0,0,UPI,6,382.48800000000006,387.8,-5.311999999999955,0.0
ORD100155,2024-07-06,Kolkata,Home Essentials,Mixer Grinder,3026.51,1932.62,2,20.0,0,Cash,8,4842.416,3865.24,977.1760000000004,0.0
ORD100156,2024-07-06,Mumbai,Grocery,Atta 5kg,3414.18,2251.25,4,20.0,0,Net Banking,4,10925.376,9005.0,1920.3760000000002,0.0
ORD100157,2024-07-06,Pune,Fashion,Jeans,4831.42,3846.26,2,10.0,0,Net Banking,8,8696.556,7692.52,1004.0360000000001,0.0
ORD100158,2024-07-06,Kolkata,FMCG,Shampoo,2564.24,1806.93,2,5.0,0,Cash,5,4872.056,3613.86,1258.1959999999995,0.0
ORD100159,2024-07-06,Mumbai,Grocery,Atta 5kg,2817.25,1762.61,5,0.0,0,Cash,5,14086.25,8813.05,5273.200000000001,0.0
ORD100160,2024-07-06,Hyderabad,Home Essentials,Mixer Grinder,4172.13,2598.94,2,15.0,0,UPI,7,7092.621,5197.88,1894.741,0.0
ORD100161,2024-07-06,Mumbai,Grocery,Oil 1L,1932.41,1346.0,1,10.0,0,Card,2,1739.169,1346.0,393.1690000000001,0.0
ORD100162,2024-07-06,Kolkata,FMCG,Soap,774.24,520.07,4,5.0,0,Net Banking,8,2942.112,2080.28,861.8319999999999,0.0
ORD100163,2024-07-06,Pune,Electronics,Mobile Phone,193.12,126.28,2,20.0,0,Net Banking,2,308.992,252.56,56.432000000000016,0.0
ORD100164,2024-07-06,Kolkata,FMCG,Soap,1575.64,964.19,4,20.0,0,UPI,8,5042.048000000001,3856.76,1185.2880000000005,0.0
ORD100165,2024-07-06,Pune,Home Essentials,Mixer Grinder,3196.58,2377.49,2,10.0,0,Card,4,5753.844,4754.98,998.8640000000005,0.0
ORD100166,2024-07-06,Pune,Grocery,Rice 5kg,3355.42,2085.07,3,0.0,1,UPI,7,10066.26,6255.210000000001,3811.0499999999993,10066.26
ORD100167,2024-07-06,Kolkata,Grocery,Rice 5kg,3214.79,2717.33,3,0.0,0,UPI,6,9644.369999999999,8151.99,1492.3799999999992,0.0
ORD100168,2024-07-06,Delhi,Electronics,Headphones,3702.42,2529.23,1,10.0,0,Cash,8,3332.1780000000003,2529.23,802.9480000000003,0.0
ORD100169,2024-07-06,Chennai,Grocery,Oil 1L,993.16,629.38,4,0.0,0,UPI,4,3972.64,2517.52,1455.12,0.0
ORD100170,2024-07-06,Mumbai,FMCG,Shampoo,2625.38,2224.43,5,15.0,0,Cash,5,11157.865000000002,11122.15,35.715000000001965,0.0
ORD100171,2024-07-06,Bangalore,Electronics,Headphones,1726.43,1089.58,3,15.0,0,Net Banking,7,4402.3965,3268.74,1133.6565,0.0
ORD100172,2024-07-06,Bangalore,Fashion,Jeans,3491.14,2415.3,5,10.0,0,Net Banking,2,15710.130000000001,12076.5,3633.630000000001,0.0
ORD100173,2024-07-06,Hyderabad,Home Essentials,Mixer Grinder,2772.82,1886.36,1,10.0,0,Card,8,2495.538,1886.36,609.1780000000001,0.0
ORD100174,2024-07-07,Chennai,Grocery,Rice 5kg,3479.85,2393.74,1,10.0,0,Net Banking,5,3131.865,2393.74,738.125,0.0
ORD100175,2024-07-07,Chennai,Electronics,Mobile Phone,3388.8,2377.42,5,5.0,1,Cash,10,16096.8,11887.1,4209.699999999999,16096.8
ORD100176,2024-07-07,Chennai,Grocery,Rice 5kg,718.53,473.51,3,10.0,0,UPI,10,1940.0310000000002,1420.53,519.5010000000002,0.0
ORD100177,2024-07-07,Delhi,Grocery,Atta 5kg,1922.87,1520.55,5,5.0,0,Net Banking,6,9133.632499999998,7602.75,1530.882499999998,0.0
ORD100178,2024-07-07,Chennai,FMCG,Soap,4806.55,2915.07,2,15.0,0,UPI,5,8171.135,5830.14,2340.995,0.0
