order_id,order_date,customer_city,product_category,product_name,unit_price,cost_price,quantity,discount_percent,is_returned,payment_mode,delivery_time_days
ORD100046,2024-07-02,Pune,Electronics,Laptop,1505.88,1065.37,5,20.0,0,Net Banking,8
ORD100047,2024-07-02,Hyderabad,Fashion,Shoes,2418.61,1996.07,2,0.0,0,Card,2
ORD100048,2024-07-02,Kolkata,Fashion,Shoes,1621.06,1299.51,2,0.0,0,Net Banking,10
ORD100049,2024-07-02,Kolkata,Electronics,Laptop,2130.76,1613.93,2,15.0,0,Cash,3
ORD100050,2024-07-02,Chennai,Electronics,Mobile Phone,3914.26,2562.71,5,15.0,0,Cash,2
ORD100051,2024-07-02,Hyderabad,Fashion,Jeans,3371.13,2855.26,5,10.0,1,Net Banking,10
ORD100052,2024-07-02,Kolkata,Home Essentials,Pressure Cooker,4169.79,3073.0,2,15.0,0,Cash,5
ORD100053,2024-07-02,Kolkata,Home Essentials,Pressure Cooker,3171.07,2120.33,1,10.0,0,Card,6
ORD100054,2024-07-02,Pune,Electronics,Mobile Phone,839.07,583.79,2,5.0,0,Net Banking,6
ORD100055,2024-07-02,Pune,Grocery,Atta 5kg,405.1,327.41,4,20.0,0,UPI,10
ORD100056,2024-07-02,Hyderabad,Grocery,Rice 5kg,4719.43,3183.98,4,15.0,0,Cash,8
ORD100057,2024-07-02,Delhi,FMCG,Shampoo,2479.65,1728.85,4,5.0,0,Cash,10
ORD100058,2024-07-02,Pune,Electronics,Laptop,3000.27,2297.46,1,15.0,0,Net Banking,3
ORD100059,2024-07-02,Mumbai,FMCG,Shampoo,1704.03,1216.12,3,15.0,0,Net Banking,5
ORD100060,2024-07-02,Kolkata,Electronics,Laptop,194.98,143.28,3,5.0,0,UPI,1
ORD100061,2024-07-02,Delhi,Fashion,T-shirt,3144.54,2074.25,4,0.0,0,Cash,8
ORD100062,2024-07-02,Chennai,FMCG,Shampoo,922.17,693.3,1,5.0,1,UPI,10
ORD100063,2024-07-02,Mumbai,FMCG,Toothpaste,3419.0,2870.4,4,5.0,0,Cash,2
ORD100064,2024-07-02,Chennai,FMCG,Toothpaste,3042.02,1917.27,5,0.0,0,Net Banking,6
ORD100065,2024-07-02,Mumbai,Home Essentials,Bedsheet,1772.03,1439.59,4,0.0,0,Card,8
ORD100066,2024-07-02,Chennai,Fashion,Jeans,963.07,703.46,3,20.0,0,Net Banking,8
ORD100067,2024-07-02,Hyderabad,Home Essentials,Pressure Cooker,1679.29,1110.64,1,10.0,0,Cash,8
ORD100068,2024-07-02,Pune,Home Essentials,Bedsheet,1957.05,1188.27,3,5.0,0,Card,5
ORD100069,2024-07-02,Bangalore,FMCG,Toothpaste,3535.8,2365.69,1,20.0,0,UPI,4
ORD100070,2024-07-02,Chennai,Grocery,Atta 5kg,2820.36,1861.67,4,15.0,0,UPI,2
ORD100071,2024-07-02,Bangalore,Fashion,Jeans,3489.76,2361.0,5,10.0,0,Card,7
ORD100072,2024-07-02,Chennai,Home Essentials,Pressure Cooker,1823.87,1301.22,3,10.0,0,Cash,6
ORD100073,2024-07-02,Mumbai,Home Essentials,Bedsheet,1007.23,658.83,4,10.0,0,Card,2
ORD100074,2024-07-03,Bangalore,Fashion,Jeans,979.26,591.02,5,5.0,0,UPI,9
ORD100075,2024-07-03,Bangalore,Fashion,Shoes,4355.46,3147.78,1,20.0,0,Net Banking,8
ORD100076,2024-07-03,Bangalore,Fashion,T-shirt,1337.14,1090.35,1,0.0,0,UPI,10
ORD100077,2024-07-03,Chennai,Electronics,Mobile Phone,831.07,615.58,3,0.0,1,UPI,9
ORD100078,2024-07-03,Kolkata,Grocery,Oil 1L,3021.02,2279.68,5,15.0,0,Net Banking,5
ORD100079,2024-07-03,Kolkata,Home Essentials,Pressure Cooker,1596.36,1205.66,5,0.0,0,Cash,4
ORD100080,2024-07-03,Bangalore,Electronics,Mobile Phone,1275.34,941.2,2,0.0,0,Net Banking,5
ORD100081,2024-07-03,Mumbai,Fashion,Jeans,3564.08,2764.82,4,0.0,0,Card,10
ORD100082,2024-07-03,Chennai,Fashion,Jeans,662.4,434.67,2,10.0,0,UPI,1
ORD100083,2024-07-03,Delhi,FMCG,Toothpaste,3769.89,2798.4,3,15.0,0,Card,7
ORD100084,2024-07-03,Bangalore,Home Essentials,Bedsheet,2519.6,1562.43,1,15.0,0,Card,1
ORD100085,2024-07-03,Mumbai,Fashion,Shoes,4196.2,3121.13,1,10.0,0,Cash,8
ORD100086,2024-07-03,Pune,Grocery,Atta 5kg,989.3,738.35,4,0.0,0,Net Banking,6
ORD100087,2024-07-03,Bangalore,Electronics,Mobile Phone,1716.04,1327.22,3,15.0,0,UPI,8
ORD100088,2024-07-03,Mumbai,FMCG,Shampoo,1684.04,1418.88,4,20.0,0,UPI,9
ORD100089,2024-07-03,Hyderabad,Grocery,Rice 5kg,1019.15,703.67,4,15.0,0,Cash,5
ORD100090,2024-07-03,Pune,Fashion,Jeans,2246.77,1740.26,1,0.0,1,Cash,3
ORD100091,2024-07-03,Bangalore,Home Essentials,Mixer Grinder,2806.03,1749.0,1,15.0,0,Cash,8
ORD100092,2024-07-03,Chennai,FMCG,Toothpaste,3556.52,2503.34,4,15.0,0,Cash,7
ORD100093,2024-07-03,Delhi,Home Essentials,Bedsheet,3756.83,2382.31,1,10.0,0,Net Banking,6
ORD100094,2024-07-03,Kolkata,Home Essentials,Pressure Cooker,4120.69,2763.79,3,20.0,0,Net Banking,3
ORD100095,2024-07-03,,Home Essentials,Pressure Cooker,1791.11,1321.8,5,15.0,0,Card,4
ORD100096,2024-07-03,Chennai,Fashion,Shoes,1976.56,1608.93,4,0.0,0,Net Banking,7
ORD100097,2024-07-03,Hyderabad,Fashion,Jeans,4827.64,3048.95,5,10.0,0,Net Banking,2
ORD100098,2024-07-03,Pune,Grocery,Rice 5kg,3639.97,2557.06,2,0.0,0,Card,6
ORD100099,2024-07-03,Pune,Grocery,Oil 1L,493.55,336.67,5,15.0,1,Net Banking,9
ORD100100,2024-07-04,Pune,Electronics,Mobile Phone,3192.69,2650.67,2,0.0,0,UPI,2
ORD100101,2024-07-04,,Fashion,Shoes,1567.38,951.77,3,0.0,0,Card,7
ORD100102,2024-07-04,Delhi,Fashion,Shoes,2119.05,1632.62,2,5.0,0,Net Banking,10
ORD100103,2024-07-04,Chennai,Fashion,Jeans,4572.86,2907.33,4,10.0,0,UPI,8
ORD100104,2024-07-04,Bangalore,Home Essentials,Mixer Grinder,461.92,386.31,5,10.0,0,Net Banking,5
ORD100105,2024-07-04,Hyderabad,FMCG,Soap,4996.93,4064.17,1,5.0,0,Card,10
ORD100106,2024-07-04,Bangalore,FMCG,Soap,4891.93,3740.16,3,0.0,0,UPI,10
ORD100107,2024-07-04,Chennai,Grocery,Atta 5kg,3901.13,2565.11,3,5.0,0,Card,3
ORD100108,2024-07-04,Chennai,Electronics,Headphones,3267.07,2212.57,4,0.0,0,Cash,2
ORD100109,2024-07-04,Bangalore,FMCG,Toothpaste,2135.97,1388.8,5,10.0,0,Card,3
ORD100110,2024-07-04,Bangalore,Grocery,Atta 5kg,3758.14,2573.12,1,15.0,1,Cash,4
ORD100111,2024-07-04,Kolkata,Grocery,Oil 1L,1892.3,1509.43,1,10.0,0,Net Banking,6
ORD100112,2024-07-04,Chennai,FMCG,Toothpaste,1967.02,1494.22,3,0.0,0,Net Banking,1
ORD100113,2024-07-04,Pune,Home Essentials,Pressure Cooker,4584.75,3004.58,1,15.0,0,Card,7
ORD100114,2024-07-04,Mumbai,Fashion,T-shirt,4736.68,3202.43,4,0.0,0,Cash,7
ORD100115,2024-07-04,Hyderabad,FMCG,Toothpaste,4751.97,3678.6,5,15.0,0,Cash,7
ORD100116,2024-07-04,Chennai,Electronics,Laptop,3116.7,2601.71,3,0.0,0,Cash,8
ORD100117,2024-07-04,Hyderabad,Fashion,Jeans,586.84,452.7,5,10.0,0,Card,4
ORD100118,2024-07-04,Mumbai,Grocery,Rice 5kg,3347.57,2545.58,5,0.0,0,Card,4
ORD100119,2024-07-04,Delhi,Home Essentials,Mixer Grinder,436.19,345.15,2,20.0,0,Cash,6
ORD100120,2024-07-04,Kolkata,Fashion,Shoes,113.89,92.77,2,5.0,0,Cash,2
ORD100121,2024-07-05,Delhi,Electronics,Laptop,3970.92,2618.75,3,0.0,0,UPI,3
ORD100122,2024-07-05,Chennai,Grocery,Oil 1L,656.88,404.57,4,10.0,0,UPI,8
ORD100123,2024-07-05,Pune,Fashion,Shoes,312.49,248.68,5,10.0,0,UPI,1
ORD100124,2024-07-05,Hyderabad,Grocery,Atta 5kg,3461.88,2501.44,4,0.0,0,Card,10
ORD100125,2024-07-05,Delhi,Electronics,Mobile Phone,1447.58,1097.66,5,10.0,0,Card,8
ORD100126,2024-07-05,Pune,Home Essentials,Pressure Cooker,585.97,454.39,5,5.0,0,Cash,7
ORD100127,2024-07-05,Bangalore,Grocery,Atta 5kg,2138.35,1333.84,4,10.0,0,Card,3
ORD100128,2024-07-05,Chennai,Grocery,Rice 5kg,547.0,339.87,4,0.0,0,Card,3
ORD100129,2024-07-05,Pune,Electronics,Headphones,4787.46,3544.74,1,15.0,0,Net Banking,1
ORD100130,2024-07-05,Bangalore,Home Essentials,Pressure Cooker,1823.07,1357.24,2,5.0,0,Cash,2
ORD100131,2024-07-05,Bangalore,Home Essentials,Pressure Cooker,662.94,443.93,2,15.0,0,UPI,10
ORD100132,2024-07-05,Chennai,FMCG,Soap,984.04,763.29,3,10.0,0,Cash,3
ORD100133,2024-07-05,Pune,Grocery,Rice 5kg,795.19,602.99,1,0.0,0,Cash,7
ORD100134,2024-07-05,Hyderabad,Grocery,Atta 5kg,871.31,590.67,3,20.0,0,UPI,3
ORD100135,2024-07-05,Delhi,Home Essentials,Mixer Grinder,3402.45,2272.92,4,15.0,0,Net Banking,5
ORD100136,2024-07-05,Delhi,Home Essentials,Mixer Grinder,1791.35,1124.47,5,15.0,0,Card,1
ORD100137,2024-07-05,Delhi,Grocery,Oil 1L,368.43,239.89,2,5.0,0,Card,6
ORD100138,2024-07-05,Mumbai,Electronics,Laptop,3760.37,2421.39,4,20.0,0,Card,2
ORD100139,2024-07-05,Hyderabad,Electronics,Laptop,191.83,159.27,3,20.0,0,Net Banking,7
ORD100140,2024-07-05,Bangalore,Electronics,Laptop,202.2,137.74,5,15.0,0,Card,2
ORD100141,2024-07-06,Kolkata,Electronics,Mobile Phone,2234.81,1564.62,1,15.0,0,Card,4
ORD100142,2024-07-06,Bangalore,Fashion,T-shirt,2601.37,1634.98,5,5.0,0,Card,6
ORD100143,2024-07-06,Chennai,Fashion,T-shirt,603.74,400.88,2,20.0,0,UPI,3
ORD100144,2024-07-06,Kolkata,Grocery,Atta 5kg,3796.78,2999.34,4,20.0,0,Card,6
ORD100145,2024-07-06,Delhi,Grocery,Rice 5kg,2397.71,1817.1,3,20.0,0,UPI,5
ORD100146,2024-07-06,Hyderabad,Grocery,Rice 5kg,378.76,306.01,1,0.0,0,Net Banking,8
ORD100147,2024-07-06,Pune,Home Essentials,Bedsheet,4489.8,3198.68,5,5.0,0,Net Banking,9
ORD100148,2024-07-06,Delhi,Electronics,Laptop,607.16,500.77,3,0.0,0,Cash,1
ORD100149,2024-07-06,Delhi,Grocery,Atta 5kg,2667.94,2007.5,3,10.0,0,Net Banking,7
ORD100150,2024-07-06,Kolkata,FMCG,Toothpaste,3029.64,2415.55,3,0.0,0,Net Banking,5
ORD100151,2024-07-06,Bangalore,Home Essentials,Mixer Grinder,1733.47,1292.62,2,10.0,0,Net Banking,3
ORD100152,2024-07-06,Pune,Electronics,Laptop,2838.72,2159.91,3,5.0,0,UPI,7
ORD100153,2024-07-06,Pune,FMCG,Soap,1876.73,1210.61,2,10.0,0,Net Banking,4
ORD100154,2024-07-06,Delhi,Fashion,T-shirt,478.11,387.8,1,20.0,0,UPI,6
ORD100155,2024-07-06,Kolkata,Home Essentials,Mixer Grinder,3026.51,1932.62,2,20.0,0,Cash,8
ORD100156,2024-07-06,Mumbai,Grocery,Atta 5kg,3414.18,2251.25,4,20.0,0,Net Banking,4
ORD100157,2024-07-06,Pune,Fashion,Jeans,4831.42,3846.26,2,10.0,0,Net Banking,8
ORD100158,2024-07-06,Kolkata,FMCG,Shampoo,2564.24,1806.93,2,5.0,0,Cash,5
ORD100159,2024-07-06,Mumbai,Grocery,Atta 5kg,2817.25,1762.61,5,0.0,0,Cash,5
ORD100160,2024-07-06,Hyderabad,Home Essentials,Mixer Grinder,4172.13,2598.94,2,15.0,0,UPI,7
ORD100161,2024-07-06,Mumbai,Grocery,Oil 1L,1932.41,1346.0,1,10.0,0,Card,2
ORD100162,2024-07-06,Kolkata,FMCG,Soap,774.24,520.07,4,5.0,0,Net Banking,8
ORD100163,2024-07-06,Pune,Electronics,Mobile Phone,193.12,126.28,2,20.0,0,Net Banking,2
ORD100164,2024-07-06,Kolkata,FMCG,Soap,1575.64,964.19,4,20.0,0,UPI,8
ORD100165,2024-07-06,Pune,Home Essentials,Mixer Grinder,3196.58,2377.49,2,10.0,0,Card,4
ORD100166,2024-07-06,Pune,Grocery,Rice 5kg,3355.42,2085.07,3,0.0,1,UPI,7
ORD100167,2024-07-06,Kolkata,Grocery,Rice 5kg,3214.79,2717.33,3,0.0,0,UPI,6
ORD100168,2024-07-06,Delhi,Electronics,Headphones,3702.42,2529.23,1,10.0,0,Cash,8
ORD100169,2024-07-06,Chennai,Grocery,Oil 1L,993.16,629.38,4,0.0,0,UPI,4
ORD100170,2024-07-06,Mumbai,FMCG,Shampoo,2625.38,2224.43,5,15.0,0,Cash,5
ORD100171,2024-07-06,Bangalore,Electronics,Headphones,1726.43,1089.58,3,15.0,0,Net Banking,7
ORD100172,2024-07-06,Bangalore,Fashion,Jeans,3491.14,2415.3,5,10.0,0,Net Banking,2
ORD100173,2024-07-06,Hyderabad,Home Essentials,Mixer Grinder,2772.82,1886.36,1,10.0,0,Card,8
ORD100174,2024-07-07,Chennai,Grocery,Rice 5kg,3479.85,2393.74,1,10.0,0,Net Banking,5
ORD100175,2024-07-07,Chennai,Electronics,Mobile Phone,3388.8,2377.42,5,5.0,1,Cash,10
ORD100176,2024-07-07,Chennai,Grocery,Rice 5kg,718.53,473.51,3,10.0,0,UPI,10
ORD100177,2024-07-07,Delhi,Grocery,Atta 5kg,1922.87,1520.55,5,5.0,0,Net Banking,6
ORD100178,2024-07-07,Chennai,FMCG,Soap,4806.55,2915.07,2,15.0,0,UPI,5
ORD100179,2024-07-07,Kolkata,FMCG,Toothpaste,2286.74,1941.65,3,15.0,0,Cash,2
ORD100180,2024-07-07,Hyderabad,Fashion,Shoes,2281.04,1418.69,3,10.0,0,Card,5
ORD100181,2024-07-07,Kolkata,Fashion,Shoes,3576.86,2772.26,2,10.0,0,UPI,4
ORD100182,2024-07-07,Kolkata,Fashion,T-shirt,3972.83,2409.8,5,20.0,0,Cash,10
ORD100183,2024-07-07,Mumbai,Electronics,Laptop,2050.98,1598.19,4,20.0,0,Net Banking,10
ORD100184,2024-07-07,Mumbai,Fashion,Jeans,3247.46,2313.79,5,10.0,0,Cash,3
ORD100185,2024-07-07,Hyderabad,Home Essentials,Mixer Grinder,4173.81,3044.9,3,5.0,0,Cash,6
ORD100186,2024-07-07,Pune,FMCG,Soap,1327.97,1007.62,5,10.0,0,Card,10
ORD100187,2024-07-07,Pune,Electronics,Headphones,3240.84,2423.99,5,5.0,0,Card,10
ORD100188,2024-07-07,Mumbai,Electronics,Mobile Phone,322.76,245.41,5,10.0,0,Net Banking,10
ORD100189,2024-07-07,Chennai,Electronics,Laptop,4456.08,3281.43,3,15.0,0,Net Banking,5
ORD100190,2024-07-07,Hyderabad,Electronics,Headphones,393.57,279.4,4,15.0,0,Cash,6
ORD100191,2024-07-07,Kolkata,FMCG,Toothpaste,4941.31,3391.43,4,5.0,0,UPI,6
ORD100192,2024-07-07,Delhi,Grocery,Rice 5kg,1410.61,933.8,1,0.0,0,Net Banking,10
ORD100193,2024-07-07,Hyderabad,Fashion,T-shirt,4086.04,3405.46,3,5.0,0,Net Banking,9
ORD100194,2024-07-07,Hyderabad,Grocery,Atta 5kg,2537.11,1579.38,4,20.0,0,Cash,4
ORD100195,2024-07-07,Pune,FMCG,Soap,347.65,251.6,4,10.0,0,UPI,7
ORD100196,2024-07-07,Delhi,FMCG,Toothpaste,1892.31,1326.16,1,15.0,0,Cash,6
ORD100197,2024-07-07,Pune,FMCG,Soap,1993.11,1420.27,5,10.0,0,UPI,3
ORD100198,2024-07-07,Mumbai,Grocery,Atta 5kg,3995.0,2735.66,3,5.0,0,Net Banking,9
ORD100199,2024-07-07,Mumbai,Electronics,Mobile Phone,771.48,527.12,4,20.0,0,Cash,6
ORD100200,2024-07-07,Pune,FMCG,Soap,2025.48,1527.47,3,20.0,0,Net Banking,10
ORD100201,2024-07-07,Bangalore,Grocery,Rice 5kg,1904.95,1463.86,4,20.0,0,UPI,10
ORD100202,2024-07-07,Hyderabad,FMCG,Toothpaste,3936.23,3125.53,5,5.0,0,Net Banking,3
ORD100203,2024-07-07,Pune,Home Essentials,Pressure Cooker,824.1,634.71,1,20.0,0,UPI,4
ORD100204,2024-07-07,Mumbai,Grocery,Atta 5kg,2152.02,1513.39,2,15.0,0,Net Banking,1
ORD100205,2024-07-07,Chennai,Fashion,Shoes,1115.97,760.27,4,20.0,0,Cash,8
ORD100206,2024-07-07,Pune,FMCG,Toothpaste,1836.01,1455.95,3,20.0,0,Cash,5
ORD100207,2024-07-07,Pune,FMCG,Soap,4713.28,3985.38,3,5.0,0,Net Banking,6
ORD100208,2024-07-07,Hyderabad,FMCG,Toothpaste,4675.13,3734.73,3,10.0,0,Net Banking,7
ORD100209,2024-07-07,Kolkata,FMCG,Soap,1523.22,1023.46,1,10.0,0,Card,8
ORD100210,2024-07-07,Delhi,Fashion,Shoes,1428.55,1057.85,3,5.0,0,Cash,4
ORD100211,2024-07-07,Mumbai,Home Essentials,Mixer Grinder,3225.93,1977.89,4,10.0,0,UPI,3
ORD100212,2024-07-07,Mumbai,Home Essentials,Mixer Grinder,2093.85,1745.76,4,15.0,0,Card,6
ORD100213,2024-07-08,Chennai,Electronics,Mobile Phone,3296.26,2169.12,1,5.0,0,Cash,1
ORD100214,2024-07-08,Kolkata,Grocery,Atta 5kg,1012.93,797.43,3,0.0,0,UPI,6
ORD100215,2024-07-08,Bangalore,Grocery,Oil 1L,2762.17,1998.37,2,20.0,0,Cash,2
ORD100216,2024-07-08,Bangalore,Fashion,Shoes,2348.68,1560.27,2,0.0,0,Card,10
ORD100217,2024-07-08,Chennai,Fashion,T-shirt,3093.68,2350.21,4,15.0,0,UPI,7
ORD100218,2024-07-08,Chennai,Electronics,Mobile Phone,4910.26,3532.26,2,0.0,0,Cash,8
ORD100219,2024-07-08,Kolkata,FMCG,Shampoo,1579.53,1233.17,1,10.0,0,Cash,1
ORD100220,2024-07-08,Chennai,Electronics,Laptop,1603.35,1124.52,5,10.0,0,Card,6
ORD100221,2024-07-08,Pune,Fashion,T-shirt,4791.07,3447.39,4,20.0,0,Net Banking,9
ORD100222,2024-07-08,Kolkata,Fashion,T-shirt,3433.68,2571.67,1,20.0,0,Card,2
ORD100223,2024-07-08,Pune,Electronics,Mobile Phone,4160.99,3435.82,2,20.0,0,Cash,6
ORD100224,2024-07-08,Kolkata,Home Essentials,Pressure Cooker,669.58,436.13,5,15.0,0,Net Banking,1
ORD100225,2024-07-08,Hyderabad,Fashion,Shoes,2135.58,1582.42,5,15.0,0,Card,1
ORD100226,2024-07-08,Hyderabad,FMCG,Soap,3754.44,2795.47,1,15.0,0,UPI,9
ORD100227,2024-07-08,Mumbai,Electronics,Laptop,255.5,179.42,2,15.0,0,Net Banking,8
ORD100228,2024-07-08,Kolkata,Grocery,Atta 5kg,493.22,414.82,5,5.0,0,Card,2
ORD100229,2024-07-08,Delhi,Home Essentials,Pressure Cooker,2691.33,2104.52,2,0.0,0,Card,8
ORD100230,2024-07-08,Chennai,Home Essentials,Pressure Cooker,2706.47,2180.98,2,15.0,0,Card,4
ORD100231,2024-07-08,Chennai,Electronics,Mobile Phone,4066.44,2866.07,1,5.0,0,UPI,10
ORD100232,2024-07-08,Mumbai,Grocery,Oil 1L,3392.92,2775.59,2,0.0,0,Cash,9
ORD100233,2024-07-08,Delhi,Electronics,Mobile Phone,2569.09,1727.24,5,10.0,0,Card,4
ORD100234,2024-07-08,Bangalore,Fashion,Shoes,2654.13,1866.89,3,0.0,0,Cash,7
ORD100235,2024-07-08,Pune,Grocery,Rice 5kg,4864.22,4063.55,4,20.0,0,Net Banking,7
ORD100236,2024-07-08,Delhi,FMCG,Shampoo,1001.01,735.22,2,5.0,0,Cash,8
ORD100237,2024-07-08,Mumbai,Home Essentials,Pressure Cooker,4842.15,3579.91,2,15.0,0,Cash,6
ORD100238,2024-07-08,Chennai,Electronics,Laptop,4250.95,2648.83,2,0.0,0,UPI,2
ORD100239,2024-07-08,Delhi,Home Essentials,Bedsheet,3390.11,2217.99,2,10.0,0,UPI,4
ORD100240,2024-07-08,Delhi,Electronics,Headphones,4997.9,3597.14,2,20.0,0,Net Banking,4
ORD100241,2024-07-08,Pune,FMCG,Shampoo,1965.24,1441.33,3,10.0,0,Net Banking,8
ORD100242,2024-07-09,Kolkata,Grocery,Atta 5kg,4580.22,3172.61,4,0.0,0,Cash,3
ORD100243,2024-07-09,Mumbai,FMCG,Toothpaste,4680.32,3485.84,4,10.0,0,Card,4
ORD100244,2024-07-09,Hyderabad,Home Essentials,Mixer Grinder,2546.58,1944.7,3,10.0,0,Net Banking,8
ORD100245,2024-07-09,Hyderabad,Fashion,Shoes,3995.38,2566.3,5,15.0,0,UPI,9
ORD100246,2024-07-09,Mumbai,Electronics,Headphones,337.72,203.17,2,5.0,0,Cash,1
ORD100247,2024-07-09,Delhi,Home Essentials,Pressure Cooker,1928.68,1455.11,5,15.0,0,UPI,1
ORD100248,2024-07-09,Pune,Home Essentials,Pressure Cooker,158.07,115.76,3,20.0,1,UPI,9
ORD100249,2024-07-09,Kolkata,Grocery,Rice 5kg,624.38,389.66,2,5.0,0,Card,6
ORD100250,2024-07-09,Bangalore,Grocery,Rice 5kg,1927.95,1352.47,5,5.0,1,Cash,5
ORD100251,2024-07-09,,Electronics,Headphones,4959.21,3781.27,1,0.0,0,,9
ORD100252,2024-07-09,Hyderabad,Electronics,Headphones,146.31,94.05,4,15.0,0,Card,10
ORD100253,2024-07-09,Kolkata,Electronics,Headphones,4603.85,3026.76,5,15.0,0,UPI,5
ORD100254,2024-07-09,Pune,Home Essentials,Bedsheet,261.22,217.39,3,0.0,1,Cash,7
